"Last Time Detected","Site Name","Object Type","Object Name","Alarm Name","Probable Cause","Severity","OLC State","Additional Text","Alarm Type","Site ID","Object ID","Urgency","Acknowledged","Acknowledged By","First Time Detected","Number Of Occurrences"
2022/12/05 22:40:10 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_82 : S1mme link 82 (10.41.211.138ENB NAME: 1015 PLMN ID: 001-01f ENB ID: 5151) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:40:10 000 IST,1
2022/12/05 22:39:44 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_168 : S1mme link 168 (10.41.211.139ENB NAME: BTS1016 PLMN ID: 001-01f ENB ID: 633) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:44 000 IST,1
2022/12/05 22:39:42 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_212 : S1mme link 212 (10.53.203.36ENB NAME: TL452 PLMN ID: 404-99f ENB ID: 452) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:42 000 IST,1
2022/12/05 22:39:41 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_124 : S1mme link 124 (10.58.239.4ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 907) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:41 000 IST,1
2022/12/05 22:39:39 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_206 : S1mme link 206 (10.53.203.199ENB NAME: BTS490 PLMN ID: 404-99f ENB ID: 490) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:39 000 IST,1
2022/12/05 22:39:38 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_187 : S1mme link 187 (10.41.211.131ENB NAME: AirScale-2725 PLMN ID: 001-01f ENB ID: 5094) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:38 000 IST,1
2022/12/05 22:39:38 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_238 : S1mme link 238 (10.41.211.170ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1041) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:38 000 IST,1
2022/12/05 22:39:37 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_236 : S1mme link 236 (10.41.211.228ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1099) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:37 000 IST,1
2022/12/05 22:39:36 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_140 : S1mme link 140 (10.41.211.250ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 439) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:36 000 IST,1
2022/12/05 22:39:35 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_211 : S1mme link 211 (10.41.211.251ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 99999) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:35 000 IST,1
2022/12/05 22:39:32 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_202 : S1mme link 202 (10.41.211.151ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 88888) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:32 000 IST,1
2022/12/05 22:39:32 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_96 : S1mme link 96 (10.53.203.210ENB NAME: ENB405 PLMN ID: 404-99f ENB ID: 405) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:32 000 IST,1
2022/12/05 22:39:31 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_205 : S1mme link 205 (10.43.197.141ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 434) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:31 000 IST,1
2022/12/05 22:39:31 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_198 : S1mme link 198 (10.41.211.220ENB NAME: enb1073 PLMN ID: 404-99f ENB ID: 92) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:31 000 IST,1
2022/12/05 22:39:27 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_200 : S1mme link 200 (10.43.197.153ENB NAME: TL300100 PLMN ID: 310-10f ENB ID: 300100) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:27 000 IST,1
2022/12/05 22:39:24 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_137 : S1mme link 137 (10.58.239.173ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 988) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:24 000 IST,1
2022/12/05 22:39:23 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_228 : S1mme link 228 (10.53.203.202ENB NAME: TL300014 PLMN ID: 310-10f ENB ID: 300014) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:23 000 IST,1
2022/12/05 22:39:20 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_222 : S1mme link 222 (10.41.211.209ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1080) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:20 000 IST,1
2022/12/05 22:39:19 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_240 : S1mme link 240 (10.43.197.145ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 435) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:19 000 IST,1
2022/12/05 22:39:19 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_289 : S1mme link 289 (10.41.211.221ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1092) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:19 000 IST,1
2022/12/05 22:39:19 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_11 : S1mme link 11 (10.58.239.192ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 1026) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:19 000 IST,1
2022/12/05 22:39:17 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_218 : S1mme link 218 (10.43.197.139ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 427) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:17 000 IST,1
2022/12/05 22:39:17 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_68 : S1mme link 68 (10.43.197.146ENB NAME: TL441 PLMN ID: 520-05f ENB ID: 441) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:17 000 IST,1
2022/12/05 22:39:17 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_176 : S1mme link 176 (10.58.239.119ENB NAME: TL259 PLMN ID: 001-01f ENB ID: 1110) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:17 000 IST,1
2022/12/05 22:39:16 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_244 : S1mme link 244 (10.53.203.201ENB NAME: TL470 PLMN ID: 404-99f ENB ID: 470) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:16 000 IST,1
2022/12/05 22:39:12 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_215 : S1mme link 215 (10.41.211.196ENB NAME: enb448 PLMN ID: 404-99f ENB ID: 140) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:39:12 000 IST,1
2022/12/05 22:36:40 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_237 : S1mme link 237 (10.43.14.155ENB NAME: eNB187 PLMN ID: 404-99f ENB ID: 192) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:40 000 IST,1
2022/12/05 22:36:39 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_115 : S1mme link 115 (10.58.239.70ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 7301) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:39 000 IST,1
2022/12/05 22:36:39 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_99 : S1mme link 99 (10.58.239.69ENB NAME: CustometConfig1051 PLMN ID: 001-01f ENB ID: 1037) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:39 000 IST,1
2022/12/05 22:36:37 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_203 : S1mme link 203 (10.41.211.167ENB NAME: 1009NSA PLMN ID: 404-99f ENB ID: 1076) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:37 000 IST,1
2022/12/05 22:36:35 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_227 : S1mme link 227 (10.41.211.144ENB NAME: SBTS1106 PLMN ID: 404-99f ENB ID: 1015) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:35 000 IST,1
2022/12/05 22:36:34 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_66 : S1mme link 66 (10.43.14.109ENB NAME: SBTS1952 PLMN ID: 404-99f ENB ID: 194) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:34 000 IST,1
2022/12/05 22:36:32 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_160 : S1mme link 160 (10.41.175.201ENB NAME: MTBTS-1208 PLMN ID: 404-99f ENB ID: 1208) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:32 000 IST,1
2022/12/05 22:36:31 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_58 : S1mme link 58 (10.58.239.196ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 1034) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:31 000 IST,1
2022/12/05 22:36:24 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_143 : S1mme link 143 (10.41.211.177ENB NAME: enb137 PLMN ID: 404-99f ENB ID: 133) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:24 000 IST,1
2022/12/05 22:36:22 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_146 : S1mme link 146 (10.58.239.146ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 934) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:22 000 IST,1
2022/12/05 22:36:20 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_150 : S1mme link 150 (10.58.239.22ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 943) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:20 000 IST,1
2022/12/05 22:36:19 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_132 : S1mme link 132 (10.58.239.175ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 992) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:19 000 IST,1
2022/12/05 22:36:14 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_172 : S1mme link 172 (10.41.211.165ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1036) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:14 000 IST,1
2022/12/05 22:36:11 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_258 : S1mme link 258 (10.41.227.33ENB NAME: SBTS10107 PLMN ID: 404-99f ENB ID: 1310) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:11 000 IST,1
2022/12/05 22:36:10 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_133 : S1mme link 133 (10.58.239.46ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 991) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:10 000 IST,1
2022/12/05 22:36:08 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_13 : S1mme link 13 (10.58.239.148ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 938) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:08 000 IST,1
2022/12/05 22:36:02 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_192 : S1mme link 192 (10.41.211.133ENB NAME: BTS1034 PLMN ID: 404-99f ENB ID: 1004) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:02 000 IST,1
2022/12/05 22:36:02 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_131 : S1mme link 131 (10.58.239.176ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 994) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:02 000 IST,1
2022/12/05 22:36:01 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_130 : S1mme link 130 (10.58.239.191ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 1024) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:36:01 000 IST,1
2022/12/05 22:35:50 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_141 : S1mme link 141 (10.58.239.29ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 677) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:50 000 IST,1
2022/12/05 22:35:46 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_171 : S1mme link 171 (10.41.211.140ENB NAME: BTS1034 PLMN ID: 404-99f ENB ID: 1040) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:46 000 IST,1
2022/12/05 22:35:45 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_117 : S1mme link 117 (10.58.239.195ENB NAME: IVlab PLMN ID: 404-99f ENB ID: 1100) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:45 000 IST,1
2022/12/05 22:35:45 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_265 : S1mme link 265 (10.41.227.47ENB NAME: AirScale-2725 PLMN ID: 404-99f ENB ID: 3005) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:45 000 IST,1
2022/12/05 22:35:43 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_173 : S1mme link 173 (10.41.211.216ENB NAME: EUE-FD15-MJC02 PLMN ID: 404-99f ENB ID: 1087) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:43 000 IST,1
2022/12/05 22:35:42 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_191 : S1mme link 191 (10.41.211.12ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 1011) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 22:35:42 000 IST,1
