"Last Time Detected","Site Name","Object Type","Object Name","Alarm Name","Probable Cause","Severity","OLC State","Additional Text","Alarm Type","Site ID","Object ID","Urgency","Acknowledged","Acknowledged By","First Time Detected","Number Of Occurrences"
2023/02/01 16:45:15 512 IST,billa,netw.NetworkElement,billa,ScheduledPollerProblem,scheduledResyncFailed,Warning,In Service,N/A,communicationsAlarm,10.103.253.100,network:10.103.253.100,Indeterminate,false,N/A,2022/12/22 11:45:30 717 IST,715
2023/02/01 16:44:36 963 IST,billa,netw.NetworkElement,billa,NetConfEventSubscriptionProblem,NetConfEventSubscriptionFailed,Major,In Service,Alarm raised for failure of netconf event subscription.,communicationsAlarm,10.103.253.100,network:10.103.253.100,Indeterminate,false,N/A,2022/09/03 22:27:26 472 IST,33884
2023/02/01 16:41:13 000 IST,billa,ltecmm.VNFCMember,"IPDS, Pool ID - 0, Member ID - 0",CmmLSS_cpiS1MMEconnFailures,thresholdCrossed,Critical,In Service,"LSS_cpiS1MMEconnFailures : pm : billa-necc0 : PoolType=IPDS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiS1MMEconnFailures:UUID=cdfd0b7e-3690-4b83-86e9-b0e6efcc9b14 : Counts: VS.AttS1MMEconnEst=102,VS.NumSuccessS1MMEconnEst=43 over previous 40 minutes (8 interval(s)) resulted in a failure rate of 57.8% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:vnfc-cmmAgg-ipds-0-0,Indeterminate,false,N/A,2023/02/01 16:41:13 000 IST,1
2023/02/01 13:42:54 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_pathAvailability,linkFailure,Major,In Service,"LSS_pathAvailability : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=SBC_4 : SCTP PATH UNREACHABLE: RMT=SCTP-36719@192.168.122.1, LCL=SCTP-29168@10.103.226.53  path=10.103.226.53_192.168.122.1;",communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2023/02/01 13:42:54 000 IST,1
2023/02/01 02:00:17 359 IST,billa,netw.NetworkElement,billa,BootableConfigBackupFailed,fileTransferFailure,Major,In Service,"Cannot initialize session (node=10.103.253.100): IOException: DefaultOpenFuture[ChannelSubsystem[id=0, recipient=-1]-ClientSessionImpl[cmm@/10.103.253.100:830][netconf]]: Failed to get operation result within specified timeout: 10000;",configurationAlarm,10.103.253.100,network:10.103.253.100,Indeterminate,false,N/A,2022/08/19 02:00:03 572 IST,134
2023/01/31 16:56:50 098 IST,billa,netw.NetworkElement,billa,PollerProblem,resyncFailed,Warning,In Service,N/A,communicationsAlarm,10.103.253.100,network:10.103.253.100,Indeterminate,false,N/A,2022/09/30 23:25:11 645 IST,28
2022/12/30 22:05:13 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_pathAvailability,linkFailure,Major,In Service,LSS_pathAvailability : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme : Paths are down for this interface type: S1mme Renewed;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/30 22:05:13 000 IST,1
2022/12/30 16:16:53 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_111 : S1mme link 111 (10.43.197.136ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 536) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/30 16:16:53 000 IST,1
2022/12/30 16:14:11 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_202 : S1mme link 202 (10.45.156.78ENB NAME: MRBTS PLMN ID: 404-99f ENB ID: 3723) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/30 16:14:11 000 IST,1
2022/12/30 15:32:46 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_11 : S1mme link 11 (10.41.211.198ENB NAME: enb1073 PLMN ID: 404-99f ENB ID: 1069) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/30 15:32:46 000 IST,1
2022/12/29 18:18:03 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 0, Member ID - 0",CmmLSS_mscDnsError,softwareError,Minor,In Service,LSS_mscDnsError : ssp : billa-cpps0 : Machine=billa-cpps0:PoolType=CPPS:PoolId=0:PoolMemberId=0:Resource_type=mscDNS:UUID=94e83f91-8629-4b35-b3a1-6dc177bf1116 : See customer log for more details! :NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac001e.lac0069.rac.epc.mnc099.m;,processingErrorAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-0-0,Indeterminate,false,N/A,2022/12/29 18:18:03 000 IST,1
2022/12/28 10:01:24 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_mscDnsError,softwareError,Minor,In Service,LSS_mscDnsError : ssp : billa-cpps1 : Machine=billa-cpps1:PoolType=CPPS:PoolId=1:PoolMemberId=0:Resource_type=mscDNS:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : See customer log for more details! :NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.mcc404.3gppnetwork.org:NAPTR-Query fqdn=rac00ff.lac2185.rac.epc.mnc099.m;,processingErrorAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/12/28 10:01:24 000 IST,1
2022/12/26 14:28:42 978 IST,billa,netw.NetworkElement,billa,NodeRebooted,nodeReboot,Warning,In Service,N/A,equipmentAlarm,10.103.253.100,network:10.103.253.100,Indeterminate,false,N/A,2022/12/26 14:28:42 978 IST,1
2022/12/22 13:35:02 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_108 : S1mme link 108 (10.43.197.136ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 536) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 13:35:02 000 IST,1
2022/12/22 13:31:13 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_cpiHSSauthFailures,thresholdCrossed,Critical,In Service,"LSS_cpiHSSauthFailures : pm : billa-necc1 : PoolType=CPPS:PoolId=1:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiHSSauthFailures:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : Counts: VS.AttAuthRequestsHSS=119,VS.NbrSuccessAuthRequestsHSS=0 over previous 20 minutes (4 interval(s)) resulted in a failure rate of 100.0% above threshold=15%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/12/22 13:31:13 000 IST,1
2022/12/22 13:31:13 000 IST,billa,ltecmm.VNFCMember,"IPDS, Pool ID - 0, Member ID - 0",CmmLSS_cpiS1MMEconnFailures,thresholdCrossed,Critical,In Service,"LSS_cpiS1MMEconnFailures : pm : billa-necc1 : PoolType=IPDS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiS1MMEconnFailures:UUID=cdfd0b7e-3690-4b83-86e9-b0e6efcc9b14 : Counts: VS.AttS1MMEconnEst=111,VS.NumSuccessS1MMEconnEst=41 over previous 45 minutes (9 interval(s)) resulted in a failure rate of 63.0% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:vnfc-cmmAgg-ipds-0-0,Indeterminate,false,N/A,2022/12/22 13:31:13 000 IST,1
2022/12/22 13:30:34 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_77 : S1mme link 77 (10.41.220.226ENB NAME: Prowl PLMN ID: 404-99f ENB ID: 3316) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 13:30:34 000 IST,1
2022/12/22 13:22:18 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_205 : S1mme link 205 (10.58.212.55ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 3621) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 13:22:18 000 IST,1
2022/12/22 13:20:13 000 IST,billa,lte.MmeS6adPeer,mmeS6ad-11,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S6ad_11 : S6ad link 11 (10.103.45.183) intf name S6ad is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst:mmeS6ad-11,Indeterminate,false,N/A,2022/12/22 13:20:13 000 IST,1
2022/12/22 12:59:41 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_6 : S1mme link 6 (10.41.227.21ENB NAME: IAV-Blackout PLMN ID: 404-99f ENB ID: 1150) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 12:59:41 000 IST,1
2022/12/22 12:52:46 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_259 : S1mme link 259 (2a00:8a00:a000:1104::380aENB NAME: MRBTS PLMN ID: 404-99f ENB ID: 3608) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 12:52:46 000 IST,1
2022/12/22 12:51:13 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 1, Member ID - 0",CmmLSS_cpiAttachFailures,thresholdCrossed,Critical,In Service,"LSS_cpiAttachFailures : pm : billa-necc1 : PoolType=CPPS:PoolId=1:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiAttachFailures:UUID=48f0d6c1-639a-41a5-81c3-91ed9324729a : Counts: VS.AttAttachRequests=106,VS.NbrSuccessAttachRequests=0 over previous 10 minutes (2 interval(s)) resulted in a failure rate of 100.0% above threshold=15%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-1-0,Indeterminate,false,N/A,2022/12/22 12:51:13 000 IST,1
2022/12/22 12:49:55 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_103 : S1mme link 103 (10.58.239.47ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 993) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 12:49:55 000 IST,1
2022/12/22 10:52:13 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_158 : S1mme link 158 (10.41.220.206ENB NAME: sbts3274 PLMN ID: 404-99f ENB ID: 3301) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 10:52:13 000 IST,1
2022/12/22 10:51:26 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_265 : S1mme link 265 (10.45.155.18ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 1029) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/22 10:51:26 000 IST,1
2022/12/22 10:21:14 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 0, Member ID - 0",CmmLSS_cpiFailuresOverSGs,thresholdCrossed,Critical,In Service,"LSS_cpiFailuresOverSGs : pm : billa-necc1 : PoolType=CPPS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiFailuresOverSGs:UUID=94e83f91-8629-4b35-b3a1-6dc177bf1116 : Counts: VS.AttSGsSignalingProcedures=129,VS.NbrSuccessSGsSignalingProcedures=76 over previous 20 minutes (4 interval(s)) resulted in a failure rate of 41.0% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-0-0,Indeterminate,false,N/A,2022/12/22 10:21:14 000 IST,1
2022/12/22 10:16:13 000 IST,billa,ltecmm.VNFCMember,"IPDS, Pool ID - 0, Member ID - 0",CmmLSS_cpiS1MMEconnFailures,thresholdCrossed,Critical,In Service,"LSS_cpiS1MMEconnFailures : pm : billa-necc1 : PoolType=IPDS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiS1MMEconnFailures:UUID=cdfd0b7e-3690-4b83-86e9-b0e6efcc9b14 : Counts: VS.AttS1MMEconnEst=110,VS.NumSuccessS1MMEconnEst=33 over previous 55 minutes (11 interval(s)) resulted in a failure rate of 70.0% above threshold=10%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:vnfc-cmmAgg-ipds-0-0,Indeterminate,false,N/A,2022/12/22 10:16:13 000 IST,1
2022/12/19 22:36:41 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_142 : S1mme link 142 (10.58.239.22ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 943) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:41 000 IST,1
2022/12/19 22:36:37 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_117 : S1mme link 117 (2a00:8a00:a000:1186::a2b:c5faENB NAME: IAV-Blackout PLMN ID: 404-99f ENB ID: 613) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:37 000 IST,1
2022/12/19 22:36:32 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_159 : S1mme link 159 (10.41.175.201ENB NAME: MTBTS-1208 PLMN ID: 404-99f ENB ID: 1208) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:32 000 IST,1
2022/12/19 22:36:27 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_141 : S1mme link 141 (10.58.239.20ENB NAME: IVlab PLMN ID: 001-01f ENB ID: 940) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:27 000 IST,1
2022/12/19 22:36:26 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_273 : S1mme link 273 (10.41.227.27ENB NAME: 1979BR-L PLMN ID: 404-99f ENB ID: 1156) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:26 000 IST,1
2022/12/19 22:36:18 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_181 : S1mme link 181 (10.43.14.155ENB NAME: eNB187 PLMN ID: 404-99f ENB ID: 192) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:18 000 IST,1
2022/12/19 22:36:15 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_176 : S1mme link 176 (10.43.14.97ENB NAME: eNB186 PLMN ID: 404-99f ENB ID: 193) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:15 000 IST,1
2022/12/19 22:36:12 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_258 : S1mme link 258 (10.41.211.133ENB NAME: BTS1034 PLMN ID: 404-99f ENB ID: 1004) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/19 22:36:12 000 IST,1
2022/12/18 08:51:29 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_pathAvailability,linkFailure,Major,In Service,"LSS_pathAvailability : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=SBC_4 : SCTP PATH UNREACHABLE: RMT=SCTP-48311@192.168.122.1, LCL=SCTP-29168@10.103.226.53  path=10.103.226.53_192.168.122.1;",communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/18 08:51:29 000 IST,1
2022/12/18 08:47:41 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_pathAvailability,linkFailure,Major,In Service,"LSS_pathAvailability : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=SBC_3 : SCTP PATH UNREACHABLE: RMT=SCTP-60108@10.8.3.118, LCL=SCTP-29168@10.103.226.53  path=10.103.226.53_10.8.3.118;",communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/18 08:47:41 000 IST,1
2022/12/14 13:11:14 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 0, Member ID - 0",CmmLSS_cpiAttachFailures,thresholdCrossed,Critical,In Service,"LSS_cpiAttachFailures : pm : billa-necc1 : PoolType=CPPS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiAttachFailures:UUID=94e83f91-8629-4b35-b3a1-6dc177bf1116 : Counts: VS.AttAttachRequests=104,VS.NbrSuccessAttachRequests=34 over previous 55 minutes (11 interval(s)) resulted in a failure rate of 67.3% above threshold=15%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-0-0,Indeterminate,false,N/A,2022/12/14 13:11:14 000 IST,1
2022/12/14 13:11:14 000 IST,billa,ltecmm.CppsVNFCMember,"CPPS, Pool ID - 0, Member ID - 0",CmmLSS_cpiAttachWithSGWreselection,thresholdCrossed,Minor,In Service,"LSS_cpiAttachWithSGWreselection : pm : billa-necc1 : PoolType=CPPS:PoolId=0:PoolMemberId=0:CompId=PMCPI:Resource_type=cpiAttachWithSGWreselection:UUID=94e83f91-8629-4b35-b3a1-6dc177bf1116 : Counts: VS.AttAttachRequests=104,VS.AttachSgwReselection=26 over previous 55 minutes (11 interval(s)) resulted in a failure rate of 25.0% above threshold=15%. See alarm documentation for this alarm for a description of these values and calculation.;",qualityOfServiceAlarm,10.103.253.100,network:10.103.253.100:cmmInst:cvnfc-cmmAgg-cpps-0-0,Indeterminate,false,N/A,2022/12/14 13:11:14 000 IST,1
2022/12/14 13:07:39 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_271 : S1mme link 271 (10.58.212.17ENB NAME: 1 PLMN ID: 404-99f ENB ID: 42109) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/14 13:07:39 000 IST,1
2022/12/09 23:44:15 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_pathAvailability,linkFailure,Major,In Service,LSS_pathAvailability : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme : Paths are down for this interface type: S1mme;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/09 23:44:15 000 IST,1
2022/12/08 14:44:49 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_67 : S1mme link 67 (10.45.141.75ENB NAME: TL120 PLMN ID: 404-99f ENB ID: 3821) intf name S1MME_1 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/08 14:44:49 000 IST,1
2022/12/07 23:11:19 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_192 : S1mme link 192 (10.41.211.209ENB NAME: Athulya PLMN ID: 404-99f ENB ID: 1080) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/07 23:11:19 000 IST,1
2022/12/07 23:11:18 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_237 : S1mme link 237 (10.41.211.178ENB NAME: enb1049 PLMN ID: 404-99f ENB ID: 1049) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/07 23:11:18 000 IST,1
2022/12/07 23:11:15 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_132 : S1mme link 132 (10.43.197.141ENB NAME: eNBlab1 PLMN ID: 404-99f ENB ID: 434) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/07 23:11:15 000 IST,1
2022/12/05 23:11:18 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_275 : S1mme link 275 (10.45.156.67ENB NAME: MRBTS PLMN ID: 001-01f ENB ID: 3701) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 23:11:18 000 IST,1
2022/12/05 23:01:11 000 IST,billa,ltecmm.CMMInstance,cmmInst,CmmLSS_externalLinkDown,linkFailure,Major,In Service,LSS_externalLinkDown : ipds : billa-ipds0 : PoolType=IPDS:PoolId=0:Resource_type=mmeLink:LinkId=S1mme_177 : S1mme link 177 (10.41.211.201ENB NAME: LMSRTT1606-SRTessardscT PLMN ID: 404-99f ENB ID: 1072) intf name S1MME_3 is Disabled;,communicationsAlarm,10.103.253.100,network:10.103.253.100:cmmInst,Indeterminate,false,N/A,2022/12/05 23:01:11 000 IST,1
